Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]	CNV
01/04/2011	21048783	Kamada F	11/04/2010	J Hum Genet	http://www.ncbi.nlm.nih.gov/pubmed/21048783	A genome-wide association study identifies RNF213 as the first Moyamoya disease gene.	Moyamoya disease	72 Japanese cases, 45 Japanese controls	63 Japanese cases, 45 Japanese controls	17q25.3	17	78348494	RNF213	RNF213			57674			rs6565681-A	rs6565681	0	6565681	intron	1	0.37	2E-8	7.698970004336018		   4.82	[2.73-8.49] 	Illumina [785,720]	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31322559	HLA-B	HLA-B			3106			rs2523608-G	rs2523608	0	2523608	intron	1	0.326	9E-20	19.04575749056067	(African American)	   2.60	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31431691	Intergenic	HCP5			10866			rs2255221-T	rs2255221	0	2255221	UTR-3	1	0.137	4E-14	13.39794000867204	(African American)	   2.70	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31327064	HLA-B	HLA-B - DHFRP2	3106	729816		        2.08	        4.18	rs2523590-C	rs2523590	0	2523590	Intergenic	2	0.164	2E-13	12.69897000433602	(African American)	   2.40	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31391401	MICA	MICA - HLA-X	4276	267016		        8.31	       38.22	rs4418214-C	rs4418214	0	4418214	Intergenic	2	0.075	1E-34	34	(European)	   4.40	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31431780	HLA-B	HCP5			10866			rs2395029-G	rs2395029	0	2395029	UTR-3	1	0.032	1E-25	25	(European)	   5.30	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31024808	Intergenic	HCG22			285834			rs9262632-G	rs9262632	0	9262632		1	0.10	1E-8	8	(African American)	   3.10	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31143582	PSORS1C3	PSORS1C3			100130889			rs3131018-C	rs3131018	0	3131018		1	0.625	4E-16	15.39794000867204	(European)	   2.10	[NR] 	Illumina [1,384,048] (imputed)	N
01/13/2011	21051598	Pereyra F	11/04/2010	Science	http://www.ncbi.nlm.nih.gov/pubmed/21051598	The major genetic determinants of HIV-1 control affect HLA class I peptide presentation.	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	NR	6p21.33	6	31274380	HLA-C	WASF5P - HLA-B	387122	3106		       17.44	       47.27	rs9264942-C	rs9264942	0	9264942	Intergenic	2	0.34	3E-35	34.52287874528033	(European)	   2.90	[NR] 	Illumina [1,384,048] (imputed)	N
01/03/2011	21072201	Kim JH	11/03/2010	PLoS One	http://www.ncbi.nlm.nih.gov/pubmed/21072201	Genome-wide and follow-up studies identify CEP68 gene variants associated with risk of aspirin-intolerant asthma.	Asthma (aspirin-intolerant) 	80 Korean cases, 100 Korean controls	163 Korean cases, 429 Korean controls	NR			NR	 - 						NR	NR					NR	NS		NS	NR	NR	Illumina [96,984]	N
01/03/2011	21044948	Spencer CC	11/02/2010	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21044948	Dissection of the genetics of Parkinson's disease identifies an additional association 5' of SNCA and multiple associated haplotypes at 17q21.	Parkinson's disease	1,705 UK cases, 5,175 UK controls	1,039 French cases, 1,984 French controls	4q22.1	4	90641340	SNCA	GPRIN3 - SNCA	285513	6622		      412.18	        5.37	rs356220-A	rs356220	0	356220	Intergenic	2	0.36	9E-16	15.04575749056067		   1.27	[1.17-1.37] 	Illumina [532,616]	N
01/03/2011	21044948	Spencer CC	11/02/2010	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21044948	Dissection of the genetics of Parkinson's disease identifies an additional association 5' of SNCA and multiple associated haplotypes at 17q21.	Parkinson's disease	1,705 UK cases, 5,175 UK controls	1,039 French cases, 1,984 French controls	3p24.1	3	28705764	NR	RPL34P11 - MESTP4	100130286	131572		      216.20	      423.06	rs7617877-A	rs7617877	0	7617877	Intergenic	2	0.36	3E-6	5.522878745280337		   1.23	[1.13-1.33] 	Illumina [532,616]	N
01/03/2011	21044948	Spencer CC	11/02/2010	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21044948	Dissection of the genetics of Parkinson's disease identifies an additional association 5' of SNCA and multiple associated haplotypes at 17q21.	Parkinson's disease	1,705 UK cases, 5,175 UK controls	1,039 French cases, 1,984 French controls	17q21.31	17	44081064	MAPT	MAPT			4137			rs8070723-?	rs8070723	0	8070723	intron	1	0.76	7E-12	11.15490195998574		   1.30	[1.19-1.43] 	Illumina [532,616]	N
01/04/2011	21042317	Wray NR	11/02/2010	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21042317	Genome-wide association study of major depressive disorder: new results, meta-analysis, and lessons learned.	Major depressive disorder	2,431 European ancestry cases, 3,673 European ancestry controls	3,332 cases, 3,228 controls	1q42.11	1	224538940	CNIH4,NVL,WDR26	NVL - CNIH4	4931	29097		       21.07	        5.66	rs11579964-C	rs11579964	0	11579964	Intergenic	2	0.84	4E-6	5.397940008672037		   1.19	[NR] 	Affymetrix & Illumina [1,251,157] (imputed)	N
01/04/2011	21042317	Wray NR	11/02/2010	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21042317	Genome-wide association study of major depressive disorder: new results, meta-analysis, and lessons learned.	Major depressive disorder	2,431 European ancestry cases, 3,673 European ancestry controls	3,332 cases, 3,228 controls	18q12.3	18	40872273	Intergenic	SYT4 - IBTKP1	6860	100127883		       14.66	      747.16	rs12457996-T	rs12457996	0	12457996	Intergenic	2	0.77	6E-6	5.221848749616356		   1.15	[NR] 	Affymetrix & Illumina [1,251,157] (imputed)	N
01/04/2011	21042317	Wray NR	11/02/2010	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21042317	Genome-wide association study of major depressive disorder: new results, meta-analysis, and lessons learned.	Major depressive disorder	2,431 European ancestry cases, 3,673 European ancestry controls	3,332 cases, 3,228 controls	3q27.2	3	184876783	C3orf70,EHHADH	C3orf70 - EHHADH	285382	1962		        5.98	       31.63	rs7647854-G	rs7647854	0	7647854	Intergenic	2	0.16	5E-6	5.301029995663981		   1.19	[NR] 	Affymetrix & Illumina [1,251,157] (imputed)	N
01/04/2011	21042317	Wray NR	11/02/2010	Mol Psychiatry	http://www.ncbi.nlm.nih.gov/pubmed/21042317	Genome-wide association study of major depressive disorder: new results, meta-analysis, and lessons learned.	Major depressive disorder	2,431 European ancestry cases, 3,673 European ancestry controls	3,332 cases, 3,228 controls	16q22.3	16	73501536	Intergenic	HTA - RPSAP56	283902	645656		      373.86	      472.93	rs12446956-C	rs12446956	0	12446956	Intergenic	2	0.13	1E-6	5.999999999999999		   1.22	[NR] 	Affymetrix & Illumina [1,251,157] (imputed)	N
01/03/2011	21044949	Yang J	11/02/2010	Hum Mol Genet	http://www.ncbi.nlm.nih.gov/pubmed/21044949	ELF1 is associated with systemic lupus erythematosus in Asian populations.	Systemic lupus erythematosus	612 Chinese cases, 1,160 Chinese controls	2,090 Chinese cases, 462 Thai cases, 4482 Asian controls	13q14.11	13	41558110	ELF1	ELF1			1997			rs7329174-G	rs7329174	0	7329174	intron	1	0.22	1E-8	8		   1.26	[1.16-1.36] 	Illumina [513,108]	N
01/03/2011	21184583	Zlojutro M	11/02/2010	Am J Med Genet B Neuropsychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/21184583	Genome-wide association study of theta band event-related oscillations identifies serotonin receptor gene HTR7 influencing risk of alcohol dependence.	Event-related brain oscillations	431 European American cases, 340 European American controls, 209 African American cases, 84 African American controls	683 individuals from affected multiplex families, 412 affected individuals	8q24.13	8	124696867	ANXA13	ANXA13			312			rs2294015-G	rs2294015	0	2294015	missense	1	0.33	9E-6	5.045757490560675		    .21	[0.12-0.30] uV increase	Illumina [951,071]	N
01/03/2011	21184583	Zlojutro M	11/02/2010	Am J Med Genet B Neuropsychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/21184583	Genome-wide association study of theta band event-related oscillations identifies serotonin receptor gene HTR7 influencing risk of alcohol dependence.	Event-related brain oscillations	431 European American cases, 340 European American controls, 209 African American cases, 84 African American controls	683 individuals from affected multiplex families, 412 affected individuals	20q13.32	20	57475191	GNAS1	GNAS			2778			rs13831-T	rs13831	0	13831	intron	1	0.24	6E-6	5.221848749616356		    .21	[0.11-0.31] uV decrease	Illumina [951,071]	N
01/03/2011	21184583	Zlojutro M	11/02/2010	Am J Med Genet B Neuropsychiatr Genet	http://www.ncbi.nlm.nih.gov/pubmed/21184583	Genome-wide association study of theta band event-related oscillations identifies serotonin receptor gene HTR7 influencing risk of alcohol dependence.	Event-related brain oscillations	431 European American cases, 340 European American controls, 209 African American cases, 84 African American controls	683 individuals from affected multiplex families, 412 affected individuals	2q11.2	2	97228039	ARID5A	ARID5A - KIAA1310	10865	55683		        9.67	       30.87	rs4907240-A	rs4907240	0	4907240	Intergenic	2	0.23	4E-6	5.397940008672037		    .25	[0.14-0.36] uV increase	Illumina [951,071]	N
01/03/2011	21041692	Denny JC	11/01/2010	Circulation	http://www.ncbi.nlm.nih.gov/pubmed/21041692	Identification of genomic predictors of atrioventricular conduction: using electronic medical records as a tool for genome science.	Atrioventricular conduction	2,334 European American individuals	NR	8q22.2	8	101330209	RNF19A, ANKRD46	RNF19A - ANKRD46	25897	157567		        7.88	      202.79	rs1371867-C	rs1371867	0	1371867	Intergenic	2	0.42	9E-6	5.045757490560675		   2.32	[1.30-3.34] ms increase	Illumina [514,999]	N
01/03/2011	21041692	Denny JC	11/01/2010	Circulation	http://www.ncbi.nlm.nih.gov/pubmed/21041692	Identification of genomic predictors of atrioventricular conduction: using electronic medical records as a tool for genome science.	Atrioventricular conduction	2,334 European American individuals	NR	10q23.31	10	90826779	FAS,CH25H	FAS - CH25H	355	9023		       51.24	      138.92	rs1937332-G	rs1937332	0	1937332	Intergenic	2	0.47	7E-7	6.154901959985743		   2.60	[1.58-3.62] ms increase	Illumina [514,999]	N
01/03/2011	21041692	Denny JC	11/01/2010	Circulation	http://www.ncbi.nlm.nih.gov/pubmed/21041692	Identification of genomic predictors of atrioventricular conduction: using electronic medical records as a tool for genome science.	Atrioventricular conduction	2,334 European American individuals	NR	18q22.1	18	63031236	C18orf20, LOC643448	C18orf20 - CDH7	221241	1005		     1214.98	      386.25	rs470490-G	rs470490	0	470490	Intergenic	2	0.39	5E-6	5.301029995663981		   2.45	[1.41-3.49] ms increase	Illumina [514,999]	N
01/03/2011	21041692	Denny JC	11/01/2010	Circulation	http://www.ncbi.nlm.nih.gov/pubmed/21041692	Identification of genomic predictors of atrioventricular conduction: using electronic medical records as a tool for genome science.	Atrioventricular conduction	2,334 European American individuals	NR	2q31.3	2	182261869	Intergenic	UBE2E3 - ITGA4	10477	3676		      333.72	       59.75	rs7602460-A	rs7602460	0	7602460	Intergenic	2	0.40	6E-6	5.221848749616356		   2.42	[1.36-3.48] ms decrease	Illumina [514,999]	N
01/03/2011	21041692	Denny JC	11/01/2010	Circulation	http://www.ncbi.nlm.nih.gov/pubmed/21041692	Identification of genomic predictors of atrioventricular conduction: using electronic medical records as a tool for genome science.	Atrioventricular conduction	2,334 European American individuals	NR	3p22.2	3	38774832	SCN10A	SCN10A			6336			rs6800541-C	rs6800541	0	6800541	intron	1	0.41	5E-7	6.30102999566398		   2.60	[1.62-3.70] ms increase	Illumina [514,999]	N
01/03/2011	21037568	Enciso-Mora V	10/31/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21037568	A genome-wide association study of Hodgkin's lymphoma identifies new susceptibility loci at 2p16.1 (REL), 8q24.21 and 10p14 (GATA3).	Hodgkin's lymphoma	589 European ancestry cases, 5,199 European ancestry controls	2,057 European ancestry cases, 3,416 European ancestry controls	10p14	10	8093034	GATA3	FLJ45983			399717			rs501764-C	rs501764	0	501764		1	0.19	7E-8	7.154901959985742		   1.25	[1.15-1.36] 	Illumina [504,374]	N
01/03/2011	21037568	Enciso-Mora V	10/31/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21037568	A genome-wide association study of Hodgkin's lymphoma identifies new susceptibility loci at 2p16.1 (REL), 8q24.21 and 10p14 (GATA3).	Hodgkin's lymphoma	589 European ancestry cases, 5,199 European ancestry controls	2,057 European ancestry cases, 3,416 European ancestry controls	2p16.1	2	61066666	REL	PAPOLG - RPL21P33	64895	100270953		       40.57	       12.69	rs1432295-G	rs1432295	0	1432295	Intergenic	2	0.40	2E-8	7.698970004336018		   1.22	[1.14-1.30] 	Illumina [504,374]	N
01/03/2011	21037568	Enciso-Mora V	10/31/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21037568	A genome-wide association study of Hodgkin's lymphoma identifies new susceptibility loci at 2p16.1 (REL), 8q24.21 and 10p14 (GATA3).	Hodgkin's lymphoma	589 European ancestry cases, 5,199 European ancestry controls	2,057 European ancestry cases, 3,416 European ancestry controls	8q24.21	8	129075832	PVT1	PVT1			5820			rs2608053-G	rs2608053	0	2608053		1	0.52	1E-7	7		   1.20	[1.12-1.28] 	Illumina [504,374]	N
01/03/2011	21037568	Enciso-Mora V	10/31/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21037568	A genome-wide association study of Hodgkin's lymphoma identifies new susceptibility loci at 2p16.1 (REL), 8q24.21 and 10p14 (GATA3).	Hodgkin's lymphoma	589 European ancestry cases, 5,199 European ancestry controls	2,057 European ancestry cases, 3,416 European ancestry controls	8q24.21	8	129192271	PVT1	PVT1 - GSDMC	5820	56169		       78.77	     1568.17	rs2019960-G	rs2019960	0	2019960	Intergenic	2	0.23	1E-13	13		   1.33	[1.23-1.44] 	Illumina [504,374]	N
01/03/2011	21037568	Enciso-Mora V	10/31/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/21037568	A genome-wide association study of Hodgkin's lymphoma identifies new susceptibility loci at 2p16.1 (REL), 8q24.21 and 10p14 (GATA3).	Hodgkin's lymphoma	589 European ancestry cases, 5,199 European ancestry controls	2,057 European ancestry cases, 3,416 European ancestry controls	6p21.32	6	32428285	HLA-DRA	HLA-DRB9 - HLA-DRB5	3132	3127		         .42	       56.87	rs6903608-G	rs6903608	0	6903608	Intergenic	2	0.27	3E-50	49.52287874528033		   1.70	[1.58-1.82] 	Illumina [504,374]	N
01/03/2011	21037115	Wan ES	10/29/2010	Am J Respir Cell Mol Biol	http://www.ncbi.nlm.nih.gov/pubmed/21037115	Genome-wide association analysis of body mass in chronic obstructive pulmonary disease.	Body mass in chronic obstructive pulmonary disease	2,272 Caucasian individuals, 933 Norwegian individuals	502 non-Hispanic whites	16q12.2	16	53816275	FTO	FTO			79068			rs8050136-A	rs8050136	0	8050136	intron	1	0.39	4E-8	7.397940008672037	(BMI)	NR	NR	Illumina [~550,000]	N
12/09/2010	21060860	Gaudet MM	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060860	Common genetic variants and modification of penetrance of BRCA2-associated breast cancer.	Breast cancer	899 European ancestry affected BRCA2 carriers, 804 European ancestry unaffected BRCA2 carriers	1,264 cases, 1,222 controls	10q26.13	10	123346116	FGFR2	FGFR2			2263			rs2981575-?	rs2981575	0	2981575	intron	1	0.42	1E-8	8		   1.28	[1.18-1.39] 	Affymetrix [592,163]	N
12/16/2010	21060863	Ikram MK	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	Retinal vascular caliber	15,358 Caucasian individuals	6,673 individuals	5q14.3	5	87847586	MEF2C	RPS3AP22 - MEF2C	100130786	4208		      169.00	      166.47	rs17421627-G	rs17421627	0	17421627	Intergenic	2	0.08	7E-16	15.15490195998574		   3.00	[2.27-3.73] um increase	Affymetrix & Illumina [2.2 million] (imputed)	N
12/16/2010	21060863	Ikram MK	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	Retinal vascular caliber	15,358 Caucasian individuals	6,673 individuals	12q24.12	12	111910219	ATXN2,PTPN11,SH2B3	ATXN2			6311			rs10774625-A	rs10774625	0	10774625	intron	1	0.48	2E-13	12.69897000433602		   1.50	[1.11-1.89] um increase	Affymetrix & Illumina [2.2 million] (imputed)	N
12/16/2010	21060863	Ikram MK	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	Retinal vascular caliber	15,358 Caucasian individuals	6,673 individuals	19q13.33	19	49228272	RASIP1,IZUMO1,FUT1,FUT2,CA11,FGF21,FLJ36070	RASIP1			54922			rs2287921-T	rs2287921	0	2287921	intron	1	0.47	2E-25	24.69897000433602		   2.10	[1.71-2.49] um decrease	Affymetrix & Illumina [2.2 million] (imputed)	N
12/16/2010	21060863	Ikram MK	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	Retinal vascular caliber	15,358 Caucasian individuals	6,673 individuals	6q24.1	6	142548099	VTA1,NMBR	VTA1 - GPR126	51534	57211		        6.01	       74.96	rs225717-C	rs225717	0	225717	Intergenic	2	0.23	1E-16	16		   1.90	[1.45-2.35] um decrease	Affymetrix & Illumina [2.2 million] (imputed)	N
12/16/2010	21060863	Ikram MK	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21060863	Four novel Loci (19q13, 6q24, 12q24, and 5q14) influence the microcirculation in vivo.	Retinal vascular caliber	15,358 Caucasian individuals	6,673 individuals	8p23.1	8	11104111	XKR6,PINX1,SOX7,MTMR9,GATA4	RPL17P29 - RPL19P13	100271154	392193		       70.99	        9.39	rs7824557-G	rs7824557	0	7824557	Intergenic	2	0.39	4E-7	6.397940008672037		   1.00	[0.61-1.39] um increase	Affymetrix & Illumina [2.2 million] (imputed)	N
12/16/2010	21082022	Padmanabhan S	10/28/2010	PLoS Genet	http://www.ncbi.nlm.nih.gov/pubmed/21082022	Genome-wide association study of blood pressure extremes identifies variant near UMOD associated with hypertension.	Hypertension	1,621 Swedish cases, 1,699 Swedish controls	19,845 European ancestry cases, 16,541 European ancestry controls	16p12.3	16	20365654	UMOD	UMOD			7369			rs13333226-A	rs13333226	0	13333226	nearGene-5	1	0.81	4E-11	10.39794000867204		   1.15	[1.10-1.19] 	Illumina [521,220]	N
12/09/2010	20978177	Penney KL	10/26/2010	Cancer Epidemiol Biomarkers Prev	http://www.ncbi.nlm.nih.gov/pubmed/20978177	Genome-wide association study of prostate cancer mortality.	Prostate cancer mortality	222 Caucasian lethal cases, 415 Caucasian long-term survivors	500 Caucasian lethal cases, 155 Caucasian long-term survivors	NR			NR	 - 						NR	NR					NR	NS		NS	NR	NR	Affymetrix [419,613]	N
12/09/2010	20972440	Houlston RS	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	3q26.2	3	169492101	MYNN	MYNN			55892			rs10936599-C	rs10936599	0	10936599	cds-synon	1	NR	3E-8	7.522878745280337		   1.04	[1.04-1.10] 	Illumina [up to ~550,000] (imputed)	N
12/09/2010	20972440	Houlston RS	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	20q13.33	20	60921044	LAMA5	LAMA5			3911			rs4925386-C	rs4925386	0	4925386	intron	1	NR	2E-10	9.698970004336017		   1.08	[1.05-1.10] 	Illumina [up to ~550,000] (imputed)	N
12/09/2010	20972440	Houlston RS	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	1q41	1	222164948	DUSP10	DUSP10 - CICP13	11221	728615		      249.49	      476.49	rs6687758-G	rs6687758	0	6687758	Intergenic	2	NR	2E-9	8.698970004336019		   1.09	[1.06-1.12] 	Illumina [up to ~550,000] (imputed)	N
12/09/2010	20972440	Houlston RS	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	1q41	1	222045446	DUSP10	DUSP10 - CICP13	11221	728615		      129.99	      595.99	rs6691170-T	rs6691170	0	6691170	Intergenic	2	NR	1E-9	8.999999999999998		   1.06	[1.03-1.09] 	Illumina [up to ~550,000] (imputed)	N
12/09/2010	20972440	Houlston RS	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972440	Meta-analysis of three genome-wide association studies identifies susceptibility loci for colorectal cancer at 1q41, 3q26.2, 12q13.13 and 20q13.33.	Colorectal cancer	3,334 European ancestry cases, 4,628 European ancestry controls	14,851 European ancestry cases, 15,569 European ancestry controls	12q13.12	12	51155663	DIP2B, ATF1	DIP2B - ATF1	57609	466		       13.21	        2.16	rs11169552-C	rs11169552	0	11169552	Intergenic	2	NR	2E-10	9.698970004336017		   1.09	[1.05-1.11] 	Illumina [up to ~550,000] (imputed)	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	19q12	19	30296853	CCNE1	C19orf12 - CCNE1	83636	898		       90.40	        6.05	rs8102137-C	rs8102137	0	8102137	Intergenic	2	0.33	2E-11	10.69897000433602		   1.13	[1.09-1.17] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	8q24.3	8	143761931	PSCA	PSCA			8000			rs2294008-T	rs2294008	0	2294008	UTR-5	1	0.46	4E-11	10.39794000867204		   1.13	[1.09-1.17] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	5p15.33	5	1322087	TERT,CLPTM1L	CLPTM1L			81037			rs401681-C	rs401681	0	401681	intron	1	0.54	5E-7	6.30102999566398		   1.11	[1.07-1.16] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	1p13.3			GSTM1	 - 						Deletion assay	NR					0.51	5E-31			   1.47	[1.38-1.57] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	2q37.1	2	234565283	UGT1A	UGT1A10;UGT1A8			54575;54576			rs11892031-?	rs11892031	0	11892031	intron;intron	1	0.92	1E-7	7		   1.19	[1.12-1.27] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	3q28	3	189645933	TP63	TP63 - LEPREL1	8626	55214		       30.87	       28.58	rs710521-A	rs710521	0	710521	Intergenic	2	0.73	2E-10	9.698970004336017		   1.18	[1.12-1.24] 	Illumina [591,637]	N
12/08/2010	20972438	Rothman N	10/24/2010	Nat Genet	http://www.ncbi.nlm.nih.gov/pubmed/20972438	A multi-stage genome-wide association study of bladder cancer identifies multiple susceptibility loci.	Bladder cancer	3,532 European descent cases, 5,120 European descent controls	8,382 cases, 48,275 controls	4p16.3	4	1734239	TMEM129,TACC3,FGFR3	TACC3			10460			rs798766-T	rs798766	0	798766	intron	1	0.19	4E-13	12.39794000867204		   1.20	[1.14-1.26] 	Illumina [591,637]	N
